text,label
What percentage of daily vitamin D is in whole wheat bread?,NUTRITION_LOOKUP
Should I avoid lamb if I have iron-deficiency anemia?,HEALTH_ADVICE
Best foods for managing gout?,HEALTH_ADVICE
Is flaxseeds recommended for low blood pressure? What is its carbohydrates content per serving?,BOTH
What is the vitamin A breakdown for apples?,NUTRITION_LOOKUP
What eating habits help manage heart disease?,HEALTH_ADVICE
How much carbohydrates is in 100g of chicken breast?,NUTRITION_LOOKUP
Should someone with diabetes avoid ginger?,HEALTH_ADVICE
What is the potassium breakdown for duck?,NUTRITION_LOOKUP
Can avocado help control gestational diabetes because of its vitamin D?,BOTH
Are there foods that worsen hypertension?,HEALTH_ADVICE
How does the protein in sweet potatoes compare to the daily requirement?,NUTRITION_LOOKUP
Is one piece of brown rice too much magnesium for a acid reflux patient?,BOTH
What is the niacin in pasta and is it good for depression?,BOTH
"What is the calcium content of chicken breast, and should a patient with diabetes eat it?",BOTH
Is white rice recommended for lactose intolerance? What is its vitamin A content per serving?,BOTH
Is spinach high in potassium?,NUTRITION_LOOKUP
"How many calories are in chicken breast, and is it safe for someone with high blood pressure?",BOTH
What fruits are safe for PCOS patients?,HEALTH_ADVICE
Is the folate content of flaxseeds beneficial or harmful for chronic kidney disease?,BOTH
Can people with elevated LDL cholesterol eat spinach?,HEALTH_ADVICE
Should someone with hypothyroidism limit dairy intake?,HEALTH_ADVICE
What is the exact vitamin A in 100g whole milk?,NUTRITION_LOOKUP
How does bell peppers's folate level relate to hyperthyroidism?,BOTH
"What is the iron content of chicken breast, and should a patient with diabetes eat it?",BOTH
What vegetables are recommended for inflammatory bowel disease?,HEALTH_ADVICE
Are grains good for someone with gout attacks?,HEALTH_ADVICE
How much vitamin A is there in 100 grams of broccoli?,NUTRITION_LOOKUP
Can hyperthyroidism patients eat beef? What is the riboflavin content?,BOTH
Is skim milk high in calories and beneficial for hypertension?,BOTH
How much thiamine is in a handful of of cheddar cheese and is that good for irritable bowel syndrome?,BOTH
How rich is cauliflower in vitamin D?,NUTRITION_LOOKUP
What should I eat if I have low blood pressure?,HEALTH_ADVICE
Are there foods that worsen hypothyroidism?,HEALTH_ADVICE
What is a healthy diet for someone with high blood pressure?,HEALTH_ADVICE
What proteins are best for a person with obesity?,HEALTH_ADVICE
Should someone with coronary artery disease eat turkey breast given its carbohydrates content?,BOTH
What makes coconut oil suitable or unsuitable for celiac disease based on its selenium?,BOTH
Is quinoa recommended or not recommended for high blood pressure?,HEALTH_ADVICE
Can cheddar cheese help control acid reflux because of its sodium?,BOTH
What makes tempeh suitable or unsuitable for high cholesterol based on its magnesium?,BOTH
What foods should people with gastritis avoid?,HEALTH_ADVICE
"For gout management, how much onions can I eat given its sodium content?",BOTH
How does white bread's sugar level relate to arthritis?,BOTH
What proteins are best for a person with elevated LDL cholesterol?,HEALTH_ADVICE
What are the protein levels in cottage cheese?,NUTRITION_LOOKUP
How much niacin is there in one piece of garlic?,NUTRITION_LOOKUP
"What is the fiber content of chicken breast, and should a patient with high cholesterol eat it?",BOTH
What is the vitamin D macro for shrimp?,NUTRITION_LOOKUP
How many grams of protein are in carrots?,NUTRITION_LOOKUP
Is the saturated fat level in dark chocolate appropriate for someone with elevated LDL cholesterol?,BOTH
Is the calories content of asparagus beneficial or harmful for lactose intolerance?,BOTH
What is the saturated fat macro for whole wheat bread?,NUTRITION_LOOKUP
Should someone with gestational diabetes limit dairy intake?,HEALTH_ADVICE
Should someone with gestational diabetes eat sweet potatoes given its omega-3 fatty acids content?,BOTH
Are there foods that worsen fatty liver disease?,HEALTH_ADVICE
How many omega-3 fatty acids calories does lamb have?,NUTRITION_LOOKUP
Is one cup of sweet potatoes too much cholesterol for a osteoporosis patient?,BOTH
Does chicken breast have enough selenium to help with diabetes?,BOTH
How does diet affect gastritis?,HEALTH_ADVICE
What is the nutritional value of brown rice in terms of thiamine?,NUTRITION_LOOKUP
How many phosphorus are in cucumber and is it safe for kidney disease?,BOTH
Can eating pasta help with anemia?,HEALTH_ADVICE
Are there foods that worsen anxiety?,HEALTH_ADVICE
Can the omega-3 fatty acids in bananas benefit fatty liver disease patients?,BOTH
How rich is oranges in magnesium?,NUTRITION_LOOKUP
What makes blueberries suitable or unsuitable for type 1 diabetes based on its fiber?,BOTH
"How much sugar is in chicken breast, and is it safe for someone with high cholesterol?",BOTH
How does diet affect insomnia?,HEALTH_ADVICE
How does bitter melon affect prostate cancer progression?,HEALTH_ADVICE
What is the carbohydrates macro for chicken breast?,NUTRITION_LOOKUP
What is the best diet for controlling depression?,HEALTH_ADVICE
What is the fiber content of chicken breast per 100g?,NUTRITION_LOOKUP
What are the total fat levels in zucchini?,NUTRITION_LOOKUP
How much magnesium is there in a handful of of beef?,NUTRITION_LOOKUP
Should someone with insomnia eat pork loin given its omega-6 fatty acids content?,BOTH
What percentage of daily vitamin B12 is in white bread?,NUTRITION_LOOKUP
Is a low-carb diet good for cardiovascular disease?,HEALTH_ADVICE
Should I avoid lamb if I have inflammatory bowel disease?,HEALTH_ADVICE
Can people with anxiety eat oats?,HEALTH_ADVICE
What makes lobster suitable or unsuitable for gout based on its calcium?,BOTH
What fruits are safe for celiac disease patients?,HEALTH_ADVICE
What makes kiwi suitable or unsuitable for gluten intolerance based on its zinc?,BOTH
Is turkey breast a good source of sodium for people with elevated LDL cholesterol?,BOTH
What vegetables are recommended for cardiovascular disease?,HEALTH_ADVICE
Is tempeh recommended or not recommended for depression?,HEALTH_ADVICE
How many vitamin D are in 100 grams of plain yogurt?,NUTRITION_LOOKUP
How many grams of omega-3 fatty acids are in whole wheat bread?,NUTRITION_LOOKUP
What vegetables are recommended for iron-deficiency anemia?,HEALTH_ADVICE
Is one tablespoon of duck too much magnesium for a gastritis patient?,BOTH
Are there foods that worsen metabolic syndrome?,HEALTH_ADVICE
Can apples help control chronic kidney disease because of its vitamin C?,BOTH
How many grams of saturated fat are in oranges?,NUTRITION_LOOKUP
What is the vitamin B12 breakdown for cashews?,NUTRITION_LOOKUP
Can hyperthyroidism patients eat chia seeds? What is the zinc content?,BOTH
Diet recommendations for low blood pressure patients?,HEALTH_ADVICE
How much selenium is there in a 150g portion of lobster?,NUTRITION_LOOKUP
How much niacin is in 100g of edamame and is that good for hypothyroidism?,BOTH
Are there foods that worsen gluten intolerance?,HEALTH_ADVICE
Should I avoid peanuts if I have arthritis?,HEALTH_ADVICE
Is the phosphorus content of beef beneficial or harmful for elevated LDL cholesterol?,BOTH
Is plain yogurt recommended for gestational diabetes? What is its cholesterol content per serving?,BOTH
How does mozzarella's protein level relate to heart disease?,BOTH
What percentage of daily vitamin D is in cod?,NUTRITION_LOOKUP
How much riboflavin does tomatoes contain per serving?,NUTRITION_LOOKUP
"How much fat is in chicken breast, and is it safe for someone with diabetes?",BOTH
Does pork loin have enough omega-3 fatty acids to help with gluten intolerance?,BOTH
How rich is strawberries in vitamin B12?,NUTRITION_LOOKUP
What should I eat if I have iron-deficiency anemia?,HEALTH_ADVICE
How does the vitamin A in blueberries compare to the daily requirement?,NUTRITION_LOOKUP
What is the sugar content of chicken breast per 100g?,NUTRITION_LOOKUP
What is the fat content of salmon per 100g?,NUTRITION_LOOKUP
Can eating cashews help with kidney disease?,HEALTH_ADVICE
Can celiac disease patients eat pasta? What is the magnesium content?,BOTH
How many carbohydrates calories does edamame have?,NUTRITION_LOOKUP
How much calcium is there in a 150g portion of tofu?,NUTRITION_LOOKUP
"For elevated LDL cholesterol management, how much bell peppers can I eat given its calories content?",BOTH
"What is the potassium content of chicken breast, and should a patient with high blood pressure eat it?",BOTH
Which foods are beneficial for people with polycystic ovary syndrome?,HEALTH_ADVICE
What should I eat if I have gastritis?,HEALTH_ADVICE
What role does the thiamine in Greek yogurt play for people with polycystic ovary syndrome?,BOTH
Which foods are beneficial for people with gastritis?,HEALTH_ADVICE
Are grains good for someone with anxiety?,HEALTH_ADVICE
What snacks are suitable for someone with lactose intolerance?,HEALTH_ADVICE
Which foods are beneficial for people with GERD?,HEALTH_ADVICE
Does drinking grapefruit juice affect cardiovascular health and cause drug interactions?,HEALTH_ADVICE
Is apples high in phosphorus?,NUTRITION_LOOKUP
What is the nutritional value of lentils in terms of magnesium?,NUTRITION_LOOKUP
Is the selenium level in pineapple appropriate for someone with diabetes?,BOTH
Best foods for managing gastritis?,HEALTH_ADVICE
What foods should people with high cholesterol avoid?,HEALTH_ADVICE
Is lentils recommended for low blood pressure? What is its zinc content per serving?,BOTH
Can lamb help control gluten intolerance because of its total fat?,BOTH
Is barley high in vitamin C and beneficial for acid reflux?,BOTH
What is the sodium content of salmon per 100g?,NUTRITION_LOOKUP
Is the omega-6 fatty acids level in quinoa appropriate for someone with arthritis?,BOTH
Is plain yogurt recommended for kidney disease? What is its sugar content per serving?,BOTH
Best foods for managing osteoporosis?,HEALTH_ADVICE
Is onions high in niacin and beneficial for cardiovascular disease?,BOTH
Best foods for managing polycystic ovary syndrome?,HEALTH_ADVICE
What dietary changes help with obesity?,HEALTH_ADVICE
I need the vitamin A count for broccoli.,NUTRITION_LOOKUP
I need the vitamin A count for celery.,NUTRITION_LOOKUP
What percentage of daily calories is in tomatoes?,NUTRITION_LOOKUP
Can black beans help control type 1 diabetes because of its zinc?,BOTH
Can the cholesterol in oranges benefit hyperthyroidism patients?,BOTH
How does eating cottage cheese affect arthritis given its high calcium content?,BOTH
How many calories calories does flaxseeds have?,NUTRITION_LOOKUP
How does eating mushrooms affect anemia given its high carbohydrates content?,BOTH
What foods help reduce symptoms of osteoporosis?,HEALTH_ADVICE
"Give the USDA nutrition facts for chicken breast, then explain whether it helps with diabetes.",BOTH
"For hypertension management, how much apples can I eat given its omega-3 fatty acids content?",BOTH
What snacks are suitable for someone with high blood pressure?,HEALTH_ADVICE
How much sodium does skim milk contain per serving?,NUTRITION_LOOKUP
What is the omega-3 fatty acids breakdown for celery?,NUTRITION_LOOKUP
What are the total fat levels in mushrooms?,NUTRITION_LOOKUP
What eating habits help manage anxiety?,HEALTH_ADVICE
"What nutrients does chicken breast contain, and are those nutrients beneficial for diabetes?",BOTH
Best foods for managing GERD?,HEALTH_ADVICE
How many grams of vitamin B12 are in flaxseeds?,NUTRITION_LOOKUP
How should someone with coronary artery disease adjust their diet?,HEALTH_ADVICE
What role does the cholesterol in oats play for people with lactose intolerance?,BOTH
Is beets recommended for diabetes? What is its calories content per serving?,BOTH
Does onions have a lot of phosphorus?,NUTRITION_LOOKUP
Is the calories content of Greek yogurt beneficial or harmful for inflammatory bowel disease?,BOTH
How much iron is there in a medium portion of potatoes?,NUTRITION_LOOKUP
How much cholesterol is in one cup of tilapia and is that good for gout attacks?,BOTH
Best foods for managing metabolic syndrome?,HEALTH_ADVICE
Should someone with high cholesterol limit dairy intake?,HEALTH_ADVICE
How much protein is in 100g of salmon?,NUTRITION_LOOKUP
Is it safe to eat salmon with elevated LDL cholesterol?,HEALTH_ADVICE
Is pork loin good for gout? How much omega-3 fatty acids does it contain?,BOTH
Can people with gout eat shrimp?,HEALTH_ADVICE
Is whole milk high in calcium?,NUTRITION_LOOKUP
How does the vitamin D in coconut oil compare to the daily requirement?,NUTRITION_LOOKUP
How does bananas's omega-3 fatty acids level relate to inflammatory bowel disease?,BOTH
Is it safe to eat cottage cheese with depression?,HEALTH_ADVICE
What proteins are best for a person with lactose intolerance?,HEALTH_ADVICE
Does apples have enough vitamin C to help with diabetes?,BOTH
What should I eat if I have hyperthyroidism?,HEALTH_ADVICE
How much total fat is there in a handful of of barley?,NUTRITION_LOOKUP
How many grams of protein are in sunflower seeds?,NUTRITION_LOOKUP
Is turkey breast a good source of folate for people with lactose intolerance?,BOTH
Is potatoes a good source of selenium for people with hypothyroidism?,BOTH
How much protein does dark chocolate contain per serving?,NUTRITION_LOOKUP
Is one cup of garlic too much riboflavin for a metabolic syndrome patient?,BOTH
Is olive oil recommended or not recommended for gastritis?,HEALTH_ADVICE
Which foods are beneficial for people with type 2 diabetes?,HEALTH_ADVICE
Give me the sodium value for a 3-ounce portion of strawberries.,NUTRITION_LOOKUP
Is the riboflavin content of peaches beneficial or harmful for gestational diabetes?,BOTH
"How many calories are in 100g of chicken breast, and is it good for high blood pressure?",BOTH
How does cucumber's potassium level relate to gout?,BOTH
Is black beans a good source of vitamin B12 for people with gestational diabetes?,BOTH
Best foods for managing gout attacks?,HEALTH_ADVICE
"What is the fat content of chicken breast, and should a patient with high blood pressure eat it?",BOTH
What is a healthy diet for someone with acid reflux?,HEALTH_ADVICE
How much magnesium is there in 100g of cod?,NUTRITION_LOOKUP
"What is the effect of a dietary portfolio containing plant sterols, soy, and almonds on LDL cholesterol?",HEALTH_ADVICE
What is the thiamine content of coconut oil?,NUTRITION_LOOKUP
What is the phosphorus in cottage cheese and is it good for chronic kidney disease?,BOTH
Give me the total fat value for 100 grams of sunflower seeds.,NUTRITION_LOOKUP
Is the phosphorus content of onions beneficial or harmful for type 1 diabetes?,BOTH
How much sugar is in one tablespoon of cheddar cheese and is that good for polycystic ovary syndrome?,BOTH
What eating habits help manage elevated LDL cholesterol?,HEALTH_ADVICE
What is the omega-3 fatty acids breakdown for kiwi?,NUTRITION_LOOKUP
Is brown rice recommended or not recommended for kidney disease?,HEALTH_ADVICE
How much fiber is there in a 150g portion of oranges?,NUTRITION_LOOKUP
"What is the fat content of chicken breast, and should a patient with diabetes eat it?",BOTH
How much selenium is in a small bowl of green peas and is that good for inflammatory bowel disease?,BOTH
Can cabbage help control depression because of its sugar?,BOTH
Which foods are beneficial for people with arthritis?,HEALTH_ADVICE
How many saturated fat calories does cabbage have?,NUTRITION_LOOKUP
Is potatoes high in thiamine?,NUTRITION_LOOKUP
Does cod have a lot of carbohydrates?,NUTRITION_LOOKUP
What is the total zinc per a 3-ounce portion of whole milk?,NUTRITION_LOOKUP
What makes spinach suitable or unsuitable for metabolic syndrome based on its omega-3 fatty acids?,BOTH
What is the total vitamin D per 100g of almonds?,NUTRITION_LOOKUP
Does placebo treatment work for IBS even if the patient knows it is a placebo?,HEALTH_ADVICE
How much cholesterol is in 100g of salmon?,NUTRITION_LOOKUP
How does sardines's zinc level relate to chronic kidney disease?,BOTH
What is the iron content of quinoa?,NUTRITION_LOOKUP
What dietary changes help with insomnia?,HEALTH_ADVICE
Can people with diabetes safely use ginger?,HEALTH_ADVICE
"For rheumatoid arthritis management, how much pumpkin seeds can I eat given its carbohydrates content?",BOTH
Is sardines high in sodium?,NUTRITION_LOOKUP
Diet recommendations for cardiovascular disease patients?,HEALTH_ADVICE
I need the saturated fat count for grapes.,NUTRITION_LOOKUP
Are grains good for someone with metabolic syndrome?,HEALTH_ADVICE
What is the total fat macro for mozzarella?,NUTRITION_LOOKUP
Can eggs help control coronary artery disease because of its iron?,BOTH
What foods help reduce symptoms of GERD?,HEALTH_ADVICE
What role does the fiber in mushrooms play for people with low blood pressure?,BOTH
What is the omega-6 fatty acids content of sardines?,NUTRITION_LOOKUP
Does chia seeds have enough total fat to help with hypothyroidism?,BOTH
How does the calcium in edamame compare to the daily requirement?,NUTRITION_LOOKUP
"For depression management, how much black beans can I eat given its omega-3 fatty acids content?",BOTH
How rich is asparagus in calories?,NUTRITION_LOOKUP
Can fatty liver disease patients eat walnuts? What is the calcium content?,BOTH
What percentage of daily zinc is in pumpkin seeds?,NUTRITION_LOOKUP
How much vitamin C is in one tablespoon of pasta and is that good for gout?,BOTH
What should I eat if I have acid reflux?,HEALTH_ADVICE
What fruits are safe for irritable bowel syndrome patients?,HEALTH_ADVICE
What eating habits help manage osteoporosis?,HEALTH_ADVICE
Is the fiber content of soybeans beneficial or harmful for gestational diabetes?,BOTH
How many zinc calories does cottage cheese have?,NUTRITION_LOOKUP
How does eating cheddar cheese affect diabetes given its high riboflavin content?,BOTH
What is the sodium breakdown for potatoes?,NUTRITION_LOOKUP
Can eating spinach help with type 2 diabetes?,HEALTH_ADVICE
Does plain yogurt have a lot of fiber?,NUTRITION_LOOKUP
Can you tell me the zinc in half a cup of quinoa?,NUTRITION_LOOKUP
Is the omega-6 fatty acids content of cauliflower beneficial or harmful for insomnia?,BOTH
Is salmon recommended for lactose intolerance? What is its fiber content per serving?,BOTH
How does eating mozzarella affect GERD given its high phosphorus content?,BOTH
How should someone with type 2 diabetes adjust their diet?,HEALTH_ADVICE
Is it safe to eat kiwi with coronary artery disease?,HEALTH_ADVICE
How many sugar are in a 3-ounce portion of lamb?,NUTRITION_LOOKUP
What is the phosphorus macro for peanut butter?,NUTRITION_LOOKUP
Is chicken breast recommended or not recommended for inflammatory bowel disease?,HEALTH_ADVICE
What vegetables are recommended for gestational diabetes?,HEALTH_ADVICE
What is the thiamine macro for coconut oil?,NUTRITION_LOOKUP
Are there foods that worsen heart disease?,HEALTH_ADVICE
What foods should people with celiac disease avoid?,HEALTH_ADVICE
Are grains good for someone with osteoporosis?,HEALTH_ADVICE
What is the carbohydrates content of salmon per 100g?,NUTRITION_LOOKUP
What foods should people with iron-deficiency anemia avoid?,HEALTH_ADVICE
Should I avoid spinach if I have fatty liver disease?,HEALTH_ADVICE
Is whole wheat bread recommended or not recommended for hypothyroidism?,HEALTH_ADVICE
Are grains good for someone with rheumatoid arthritis?,HEALTH_ADVICE
"What is the omega-3 content of chicken breast, and should a patient with diabetes eat it?",BOTH
What is a healthy diet for someone with gout attacks?,HEALTH_ADVICE
What is a healthy diet for someone with arthritis?,HEALTH_ADVICE
Should someone with gluten intolerance eat cottage cheese given its calories content?,BOTH
What dietary changes help with elevated LDL cholesterol?,HEALTH_ADVICE
How does the calories in coconut oil compare to the daily requirement?,NUTRITION_LOOKUP
What role does the phosphorus in mozzarella play for people with heart disease?,BOTH
What should I eat if I have gestational diabetes?,HEALTH_ADVICE
Is cucumber good for PCOS? How much vitamin C does it contain?,BOTH
Can gout attacks patients eat white bread? What is the vitamin C content?,BOTH
What are the USDA nutrition facts for avocado?,NUTRITION_LOOKUP
Are there foods that worsen diabetes?,HEALTH_ADVICE
Give me the folate value for a 150g portion of crab.,NUTRITION_LOOKUP
What is the exact sugar in a small bowl broccoli?,NUTRITION_LOOKUP
What role does the selenium in shrimp play for people with hypertension?,BOTH
What is the total potassium per 200 calories worth of coconut oil?,NUTRITION_LOOKUP
Is black beans a good source of niacin for people with obesity?,BOTH
What is the omega-6 fatty acids in cottage cheese and is it good for coronary artery disease?,BOTH
Is a low-carb diet good for PCOS?,HEALTH_ADVICE
Best foods for managing elevated LDL cholesterol?,HEALTH_ADVICE
Does Greek yogurt have enough riboflavin to help with celiac disease?,BOTH
What are the carbohydrates levels in sardines?,NUTRITION_LOOKUP
Can people with anemia eat peanut butter?,HEALTH_ADVICE
Is lamb recommended for heart disease? What is its riboflavin content per serving?,BOTH
Is a low-carb diet good for hypothyroidism?,HEALTH_ADVICE
What is the best diet for controlling acid reflux?,HEALTH_ADVICE
Is the calories content of turkey breast beneficial or harmful for kidney disease?,BOTH
Is pinto beans high in vitamin A and beneficial for PCOS?,BOTH
I need the iron count for broccoli.,NUTRITION_LOOKUP
What fruits are safe for heart disease patients?,HEALTH_ADVICE
What percentage of daily vitamin D is in oats?,NUTRITION_LOOKUP
How many magnesium are in quinoa and is it safe for cardiovascular disease?,BOTH
Can the vitamin B12 in brown rice benefit depression patients?,BOTH
What snacks are suitable for someone with arthritis?,HEALTH_ADVICE
How much protein is in a small bowl of mushrooms and is that good for kidney disease?,BOTH
What foods help reduce symptoms of fatty liver disease?,HEALTH_ADVICE
Does butter have enough vitamin B12 to help with obesity?,BOTH
Is skim milk recommended or not recommended for obesity?,HEALTH_ADVICE
Can people with rheumatoid arthritis eat coconut oil?,HEALTH_ADVICE
Can eating brown rice help with hyperthyroidism?,HEALTH_ADVICE
Is black beans high in protein?,NUTRITION_LOOKUP
How many phosphorus calories does chickpeas have?,NUTRITION_LOOKUP
Should someone with coronary artery disease limit dairy intake?,HEALTH_ADVICE
How does pinto beans's fiber level relate to insomnia?,BOTH
Is whole wheat bread good for kidney disease? How much sugar does it contain?,BOTH
"For high cholesterol management, how much carrots can I eat given its iron content?",BOTH
What should I eat if I have type 1 diabetes?,HEALTH_ADVICE
How should someone with low blood pressure adjust their diet?,HEALTH_ADVICE
What dietary changes help with hypertension?,HEALTH_ADVICE
What is the vitamin C content of bananas?,NUTRITION_LOOKUP
Does the Mediterranean diet influence atrial fibrillation?,HEALTH_ADVICE
What is the iron content of chicken breast per 100g?,NUTRITION_LOOKUP
Is the vitamin B12 level in duck appropriate for someone with GERD?,BOTH
Is the potassium content of almond butter beneficial or harmful for type 1 diabetes?,BOTH
Can high cholesterol patients eat skim milk? What is the folate content?,BOTH
What is the sugar in chickpeas and is it good for PCOS?,BOTH
What are the fiber levels in lamb?,NUTRITION_LOOKUP
What does the evidence say about ginger for diabetes?,HEALTH_ADVICE
What fruits are safe for inflammatory bowel disease patients?,HEALTH_ADVICE
How many vitamin A are in green peas and is it safe for insomnia?,BOTH
What is the sugar in beef and is it good for arthritis?,BOTH
What percentage of daily riboflavin is in peaches?,NUTRITION_LOOKUP
Is almond butter good for gout attacks? How much omega-6 fatty acids does it contain?,BOTH
How does diet affect acid reflux?,HEALTH_ADVICE
What is the zinc macro for soybeans?,NUTRITION_LOOKUP
Is the folate content of watermelon beneficial or harmful for hypothyroidism?,BOTH
What is the iron breakdown for sardines?,NUTRITION_LOOKUP
Is crab a good source of vitamin A for people with low blood pressure?,BOTH
What fruits are safe for rheumatoid arthritis patients?,HEALTH_ADVICE
What is a healthy diet for someone with irritable bowel syndrome?,HEALTH_ADVICE
Is it safe to eat bananas with gluten intolerance?,HEALTH_ADVICE
What eating habits help manage gestational diabetes?,HEALTH_ADVICE
Does sweet potatoes have enough fiber to help with coronary artery disease?,BOTH
What dietary changes help with coronary artery disease?,HEALTH_ADVICE
Can eating cheddar cheese help with kidney disease?,HEALTH_ADVICE
How many riboflavin are in one serving of kiwi?,NUTRITION_LOOKUP
Does sunflower seeds have enough omega-3 fatty acids to help with iron-deficiency anemia?,BOTH
How much iron is in 100g of salmon?,NUTRITION_LOOKUP
What percentage of daily vitamin C is in mango?,NUTRITION_LOOKUP
Does Vitamin C supplementation increase the risk of kidney stones?,HEALTH_ADVICE
Can people with elevated LDL cholesterol eat tilapia?,HEALTH_ADVICE
What is the total fat breakdown for whole milk?,NUTRITION_LOOKUP
What are the fiber levels in quinoa?,NUTRITION_LOOKUP
How much magnesium is there in 100g of eggs?,NUTRITION_LOOKUP
How much phosphorus is there in 200 calories worth of grapes?,NUTRITION_LOOKUP
How does walnuts's cholesterol level relate to obesity?,BOTH
What is the nutritional value of plain yogurt in terms of total fat?,NUTRITION_LOOKUP
How many selenium are in pasta and is it safe for type 1 diabetes?,BOTH
What is the carbohydrates breakdown for apples?,NUTRITION_LOOKUP
Is cashews recommended for GERD? What is its vitamin A content per serving?,BOTH
"How much potassium is in chicken breast, and is it safe for someone with high cholesterol?",BOTH
What is the best diet for controlling anxiety?,HEALTH_ADVICE
How many saturated fat are in one cup of skim milk?,NUTRITION_LOOKUP
Is whole wheat bread recommended for high cholesterol? What is its niacin content per serving?,BOTH
Is the iron content of flaxseeds beneficial or harmful for anxiety?,BOTH
What is the magnesium macro for sweet potatoes?,NUTRITION_LOOKUP
What fruits are safe for hypothyroidism patients?,HEALTH_ADVICE
"How much protein is in chicken breast, and is it safe for someone with high cholesterol?",BOTH
How rich is quinoa in vitamin B12?,NUTRITION_LOOKUP
Is the total fat content of tomatoes beneficial or harmful for GERD?,BOTH
Is lobster high in niacin?,NUTRITION_LOOKUP
Is the vitamin B12 level in garlic appropriate for someone with PCOS?,BOTH
"How much carbohydrates is in chicken breast, and is it safe for someone with high cholesterol?",BOTH
What is the nutritional value of kale in terms of carbohydrates?,NUTRITION_LOOKUP
"How much magnesium is in chicken breast, and is it safe for someone with diabetes?",BOTH
Is the potassium content of cheddar cheese beneficial or harmful for anxiety?,BOTH
Is carrots high in vitamin D?,NUTRITION_LOOKUP
Is statin use associated with improved survival rates in breast cancer patients?,HEALTH_ADVICE
Should someone with osteoporosis limit dairy intake?,HEALTH_ADVICE
"What is the calcium content of chicken breast, and should a patient with high cholesterol eat it?",BOTH
I need the cholesterol count for kidney beans.,NUTRITION_LOOKUP
Is it safe to eat tilapia with anxiety?,HEALTH_ADVICE
I need the potassium count for lobster.,NUTRITION_LOOKUP
What is a healthy diet for someone with depression?,HEALTH_ADVICE
How much calories is there in a small bowl of asparagus?,NUTRITION_LOOKUP
Can ginger reduce inflammation?,HEALTH_ADVICE
Is celery high in folate?,NUTRITION_LOOKUP
Are grains good for someone with kidney disease?,HEALTH_ADVICE
Does oranges have enough riboflavin to help with coronary artery disease?,BOTH
Is chia seeds good for type 2 diabetes? How much sugar does it contain?,BOTH
How much protein does edamame contain per serving?,NUTRITION_LOOKUP
Is whole milk good for diabetes? How much vitamin B12 does it contain?,BOTH
"For elevated LDL cholesterol management, how much black beans can I eat given its vitamin B12 content?",BOTH
