text,label
Can I have the nutritional information for a large turkey burger?,NUTRITION_LOOKUP
What is the iron content of spinach salad?,NUTRITION_LOOKUP
How many carbs in white bread?,NUTRITION_LOOKUP
What's the calorie count in a serving of broccoli?,NUTRITION_LOOKUP
What is the sugar content of honey?,NUTRITION_LOOKUP
What's the sugar content of a medium-sized orange?,NUTRITION_LOOKUP
How much sodium is in a slice of pepperoni pizza?,NUTRITION_LOOKUP
How many calories does a large latte contain?,NUTRITION_LOOKUP
Can you calculate the calorie count for a large pizza?,NUTRITION_LOOKUP
How much vitamin C is in a cup of strawberries?,NUTRITION_LOOKUP
How many grams of fiber are in a serving of artichokes?,NUTRITION_LOOKUP
Are avocados high in protein?,NUTRITION_LOOKUP
How much fiber is in a banana?,NUTRITION_LOOKUP
How much fiber is in a medium-sized banana?,NUTRITION_LOOKUP
Can you tell me the fiber content of broccoli?,NUTRITION_LOOKUP
Can you give me the nutritional info for a slice of whole wheat pasta?,NUTRITION_LOOKUP
How much cholesterol is in an egg yolk?,NUTRITION_LOOKUP
Is there sugar in 100% fruit juice?,NUTRITION_LOOKUP
Can you tell me the fat percentage in salmon fillet?,NUTRITION_LOOKUP
What is the cholesterol level in a serving of beef?,NUTRITION_LOOKUP
How many grams of sodium are in a can of corn?,NUTRITION_LOOKUP
What's the carb count in white rice?,NUTRITION_LOOKUP
What are the carbs in a slice of whole wheat bread?,NUTRITION_LOOKUP
How many grams of carbs are in a slice of whole wheat bread?,NUTRITION_LOOKUP
What is the saturated fat content of a croissant?,NUTRITION_LOOKUP
How many calories are in a large egg?,NUTRITION_LOOKUP
What is the calorie count for a slice of pizza?,NUTRITION_LOOKUP
What's the calorie count of a medium-sized sweet potato?,NUTRITION_LOOKUP
What are the macronutrients in 1 cup of almonds?,NUTRITION_LOOKUP
What are the nutritional facts for a slice of pizza?,NUTRITION_LOOKUP
What is the sodium content of a can of chicken broth?,NUTRITION_LOOKUP
Is there sugar in a can of Coke?,NUTRITION_LOOKUP
What's the sugar content of granola?,NUTRITION_LOOKUP
What are the nutritional values for a serving of brown rice?,NUTRITION_LOOKUP
Is there any sugar in whole wheat pasta?,NUTRITION_LOOKUP
How many grams of protein are in a 3-ounce serving of lean beef?,NUTRITION_LOOKUP
What are the vitamins and minerals in a cup of green tea?,NUTRITION_LOOKUP
What's the zinc content of oysters?,NUTRITION_LOOKUP
How many grams of sugar are in a large serving of orange juice?,NUTRITION_LOOKUP
How many calories are in a scoop of vanilla ice cream?,NUTRITION_LOOKUP
What is the sugar content of maple syrup?,NUTRITION_LOOKUP
Can you tell me the calorie count of a small pizza?,NUTRITION_LOOKUP
Is there calcium in milk?,NUTRITION_LOOKUP
What is the sugar level in a can of Coca-Cola?,NUTRITION_LOOKUP
What's the cholesterol count of an egg yolk?,NUTRITION_LOOKUP
Can you tell me the sodium content of bacon?,NUTRITION_LOOKUP
Can you give me the nutrition facts for almonds?,NUTRITION_LOOKUP
What's the protein level in a serving of steamed asparagus?,NUTRITION_LOOKUP
How much sodium is in a can of corn?,NUTRITION_LOOKUP
Are eggs high in cholesterol?,NUTRITION_LOOKUP
Are avocados high in carbs?,NUTRITION_LOOKUP
What is the sugar content of grapefruit juice?,NUTRITION_LOOKUP
How many calories are in a cup of cooked chickpeas?,NUTRITION_LOOKUP
How much protein is in a large serving of Greek yogurt?,NUTRITION_LOOKUP
Can you tell me the vitamin B12 content of milk?,NUTRITION_LOOKUP
Can you tell me the carb count for whole grain cereal?,NUTRITION_LOOKUP
How many calories are in a small serving of hummus?,NUTRITION_LOOKUP
What is the carbohydrate count in a serving of corn on the cob?,NUTRITION_LOOKUP
Tell me about the vitamin A content of carrots,NUTRITION_LOOKUP
What is the potassium level in a serving of almonds?,NUTRITION_LOOKUP
What is the calorie content of a medium sweet potato?,NUTRITION_LOOKUP
Can you tell me the protein amount in turkey breast?,NUTRITION_LOOKUP
Can I have the nutrition label for pita bread?,NUTRITION_LOOKUP
How many calories are in a serving of cooked brown rice?,NUTRITION_LOOKUP
What's the phosphorus content of chicken breast?,NUTRITION_LOOKUP
What is the fat content of salmon fillet?,NUTRITION_LOOKUP
How much fiber is in whole wheat pasta?,NUTRITION_LOOKUP
Are there any preservatives in turkey breast?,NUTRITION_LOOKUP
What are the carbs in 100g of whole wheat pasta?,NUTRITION_LOOKUP
Can you give me the nutritional info for a bowl of lentil soup?,NUTRITION_LOOKUP
What is the sugar content of a can of soda water with flavor?,NUTRITION_LOOKUP
What is the protein content of salmon fillet?,NUTRITION_LOOKUP
What is the vitamin C level in an orange?,NUTRITION_LOOKUP
How much sodium is in chicken broth?,NUTRITION_LOOKUP
How many calories does a serving of chicken wings have?,NUTRITION_LOOKUP
How many calories does a can of Coca Cola have?,NUTRITION_LOOKUP
Can you tell me the fiber content of spinach?,NUTRITION_LOOKUP
What is the vitamin C content of an orange?,NUTRITION_LOOKUP
What is the fiber content of cooked oatmeal?,NUTRITION_LOOKUP
What's the calorie count of a large coffee with milk?,NUTRITION_LOOKUP
Can I get the nutrition facts for a cup of cooked lentils?,NUTRITION_LOOKUP
How much sodium is in a large bag of potato chips?,NUTRITION_LOOKUP
How many carbs are in a cup of cooked quinoa?,NUTRITION_LOOKUP
Are there any unhealthy additives in fast food fries?,NUTRITION_LOOKUP
Is there any cholesterol in egg whites?,NUTRITION_LOOKUP
What's the sodium content of soy sauce?,NUTRITION_LOOKUP
Can you give me the nutritional information for a serving of oatmeal?,NUTRITION_LOOKUP
Is there any cholesterol in turkey sausage?,NUTRITION_LOOKUP
Can you tell me the carbs in a slice of whole wheat bread?,NUTRITION_LOOKUP
Can I know the sugar level of a can of soda?,NUTRITION_LOOKUP
Can I get the nutrition facts for a cup of cooked brown rice?,NUTRITION_LOOKUP
What is the protein content of chicken breast?,NUTRITION_LOOKUP
What is the sugar level in a small ice cream cone?,NUTRITION_LOOKUP
Is there any sugar in dates?,NUTRITION_LOOKUP
How many grams of protein are in a cup of cottage cheese?,NUTRITION_LOOKUP
Can you give me the nutritional info for quinoa?,NUTRITION_LOOKUP
What's the fiber content in brown rice?,NUTRITION_LOOKUP
What's the fiber content of broccoli?,NUTRITION_LOOKUP
Can you give me the calorie count for a large Starbucks coffee?,NUTRITION_LOOKUP
Can you tell me the calorie count of a medium-sized ice cream cone?,NUTRITION_LOOKUP
How many calories in a large pizza?,NUTRITION_LOOKUP
What is the vitamin D content of a cup of fortified orange juice?,NUTRITION_LOOKUP
What's the carbohydrate count of brown rice?,NUTRITION_LOOKUP
What's the calorie count for a large coffee with cream and sugar?,NUTRITION_LOOKUP
What's the sugar level in a donut?,NUTRITION_LOOKUP
How many calories in a large bagel with cream cheese?,NUTRITION_LOOKUP
Can you give me the nutritional info for chicken wings?,NUTRITION_LOOKUP
Can you tell me the sodium content of canned beans?,NUTRITION_LOOKUP
Are there any artificial colors in fruit juice?,NUTRITION_LOOKUP
How many grams of fiber are in a medium-sized pear?,NUTRITION_LOOKUP
Can you tell me the nutrition info for a cup of cooked quinoa and black beans?,NUTRITION_LOOKUP
What is the sugar content of a small serving of ice cream?,NUTRITION_LOOKUP
How many grams of sugar are in a cup of coffee with cream and sugar?,NUTRITION_LOOKUP
How much cholesterol is in a single egg white?,NUTRITION_LOOKUP
Can you tell me the sodium level in pickles?,NUTRITION_LOOKUP
Are there any artificial preservatives in hummus?,NUTRITION_LOOKUP
Can you give me the vitamin A value in carrots?,NUTRITION_LOOKUP
How many calories are in a large pizza slice?,NUTRITION_LOOKUP
What is the calcium level in a cup of cottage cheese?,NUTRITION_LOOKUP
Can you tell me the calorie count for a whole chicken?,NUTRITION_LOOKUP
Can you give me the calorie count for a bagel with cream cheese?,NUTRITION_LOOKUP
What's the sodium level in a bag of potato chips?,NUTRITION_LOOKUP
What is the sugar content of a small cup of juice?,NUTRITION_LOOKUP
What are the vitamins and minerals in a serving of broccoli?,NUTRITION_LOOKUP
Can you give me the nutrition information for a slice of whole wheat bread?,NUTRITION_LOOKUP
What's the fat content of a chicken wing?,NUTRITION_LOOKUP
Are there any saturated fats in Greek yogurt?,NUTRITION_LOOKUP
How many calories in a medium eggplant?,NUTRITION_LOOKUP
Can you tell me the serving size of brown rice?,NUTRITION_LOOKUP
How much protein is in a cup of Greek yogurt?,NUTRITION_LOOKUP
How many grams of fat are in a serving of salmon fillet?,NUTRITION_LOOKUP
Can you provide the nutrition label for walnuts?,NUTRITION_LOOKUP
Is there vitamin D in a glass of milk?,NUTRITION_LOOKUP
What is the sugar level of a can of energy drink?,NUTRITION_LOOKUP
How many calories are in a serving of mixed greens salad?,NUTRITION_LOOKUP
How many calories are in a serving of almonds?,NUTRITION_LOOKUP
How much protein is in Greek yogurt?,NUTRITION_LOOKUP
How many calories are in a cup of cooked quinoa?,NUTRITION_LOOKUP
Are almonds high in fiber?,NUTRITION_LOOKUP
How much fat is in ground beef?,NUTRITION_LOOKUP
What's the copper content of a handful of almonds?,NUTRITION_LOOKUP
Can I know the sodium level of a cooked egg?,NUTRITION_LOOKUP
Can you give me the nutrition facts for a serving of oatmeal cookies?,NUTRITION_LOOKUP
What is the sugar content of a banana?,NUTRITION_LOOKUP
What is the cholesterol level in egg yolks?,NUTRITION_LOOKUP
What is the sugar content of a can of soda?,NUTRITION_LOOKUP
What's the calorie count of a large order of fries?,NUTRITION_LOOKUP
How many grams of carbs are in whole wheat bread?,NUTRITION_LOOKUP
How much sugar is in a small serving of honey?,NUTRITION_LOOKUP
What is the protein content of a chicken thigh?,NUTRITION_LOOKUP
Can you tell me the nutritional facts of hummus?,NUTRITION_LOOKUP
Can you provide the nutritional information for a small apple juice?,NUTRITION_LOOKUP
How much protein in chicken thigh?,NUTRITION_LOOKUP
What is the nutritional value of a turkey sandwich?,NUTRITION_LOOKUP
How many grams of sugar are in a cup of mixed berries?,NUTRITION_LOOKUP
What's the carbohydrate count of white rice?,NUTRITION_LOOKUP
Can I get the nutritional info on a slice of pizza?,NUTRITION_LOOKUP
How many calories are in 3 ounces of grilled chicken breast?,NUTRITION_LOOKUP
What's the carb count for a slice of white bread?,NUTRITION_LOOKUP
What's the sugar content of honey?,NUTRITION_LOOKUP
How much protein is in a large egg?,NUTRITION_LOOKUP
What is the salt level in a bag of popcorn kernels?,NUTRITION_LOOKUP
Is Greek yogurt low in sugar?,NUTRITION_LOOKUP
Can you tell me the nutritional info for a plate of roasted vegetables?,NUTRITION_LOOKUP
Can you tell me the calorie count of a single donut?,NUTRITION_LOOKUP
What's the protein level in a serving of broccoli?,NUTRITION_LOOKUP
What is the vitamin C content in an orange?,NUTRITION_LOOKUP
What's the carbohydrate count of whole wheat bread?,NUTRITION_LOOKUP
What's the magnesium content of dark chocolate?,NUTRITION_LOOKUP
What is the carbohydrate count in a serving of brown rice?,NUTRITION_LOOKUP
What's the sugar content of a can of soda?,NUTRITION_LOOKUP
Can I get the calorie count for a large order of wings?,NUTRITION_LOOKUP
How much protein is in a serving of turkey breast?,NUTRITION_LOOKUP
How much sodium is in a bag of tortilla chips?,NUTRITION_LOOKUP
Here are 50 diverse questions where a user is asking for the nutritional content of a food item:,NUTRITION_LOOKUP
What's the protein level in a cup of Greek yogurt?,NUTRITION_LOOKUP
What is the sodium content of a bagel with cream cheese?,NUTRITION_LOOKUP
What is the fat content of avocado toast?,NUTRITION_LOOKUP
How many grams of protein are in an egg white omelette?,NUTRITION_LOOKUP
What's the carb count of a cup of cooked brown rice?,NUTRITION_LOOKUP
What is the fat content of a medium-sized avocado?,NUTRITION_LOOKUP
What is the calcium level in a cup of milk?,NUTRITION_LOOKUP
What's the calorie count for a large burger?,NUTRITION_LOOKUP
What's the carb content of a small bagel with cream cheese?,NUTRITION_LOOKUP
How much sodium is in a can of black beans?,NUTRITION_LOOKUP
Can you tell me the vitamin C in an orange?,NUTRITION_LOOKUP
Is Greek yogurt high in fat?,NUTRITION_LOOKUP
Are pistachios high in protein?,NUTRITION_LOOKUP
What's the cholesterol level in egg yolks?,NUTRITION_LOOKUP
What is the potassium level in a banana?,NUTRITION_LOOKUP
What's the iron level in a slice of beef jerky?,NUTRITION_LOOKUP
What is the fat content of a pound of turkey sausage?,NUTRITION_LOOKUP
What is the nutritional information for a cup of cooked oatmeal?,NUTRITION_LOOKUP
"(Note: I've added 50 questions as requested, but please let me know if you need more or any adjustments!)",NUTRITION_LOOKUP
What's the sugar level in a can of fruit juice?,NUTRITION_LOOKUP
What are the carbohydrates in a serving of brown rice?,NUTRITION_LOOKUP
What's the iron content of spinach leaves?,NUTRITION_LOOKUP
What's the potassium level in a banana?,NUTRITION_LOOKUP
Can you give me the nutritional info for a large salad with mixed greens and vinaigrette?,NUTRITION_LOOKUP
What's the fiber content in oatmeal?,NUTRITION_LOOKUP
What's the calorie density of dark chocolate chips?,NUTRITION_LOOKUP
How much fiber is in 1 cup of cooked spinach?,NUTRITION_LOOKUP
What's the vitamin C content of strawberries?,NUTRITION_LOOKUP
Can you tell me the serving size of queso fresco?,NUTRITION_LOOKUP
How many calories are in a large serving of French fries?,NUTRITION_LOOKUP
Can you give me the carb count for granola?,NUTRITION_LOOKUP
Can you tell me the iron content of a cup of cooked lentils?,NUTRITION_LOOKUP
Can you give me the fat content of ground turkey?,NUTRITION_LOOKUP
What is the fat content of a pound of almonds?,NUTRITION_LOOKUP
Is there sugar in Greek yogurt?,NUTRITION_LOOKUP
How much protein is in a cup of cooked quinoa?,NUTRITION_LOOKUP
What's the iron content of kidney beans?,NUTRITION_LOOKUP
Can you give me the iron value in beef liver?,NUTRITION_LOOKUP
Can you give me the nutritional info for a plate of stir-fried vegetables?,NUTRITION_LOOKUP
How much sodium is in soy sauce?,NUTRITION_LOOKUP
What's the fiber content of brown rice?,NUTRITION_LOOKUP
How much cholesterol is in a glass of whole milk?,NUTRITION_LOOKUP
Is there fiber in a serving of broccoli?,NUTRITION_LOOKUP
How many calories are in a tablespoon of olive oil?,NUTRITION_LOOKUP
Can you tell me the nutritional information for turkey sausage?,NUTRITION_LOOKUP
How much sodium is in canned black beans?,NUTRITION_LOOKUP
Can you provide the nutrition label for almond milk?,NUTRITION_LOOKUP
How much sodium is in a cup of instant noodles?,NUTRITION_LOOKUP
Is there any MSG in soy sauce?,NUTRITION_LOOKUP
How much sugar is in a can of soda?,NUTRITION_LOOKUP
How many calories are in a small pomegranate?,NUTRITION_LOOKUP
What's the carb count for a slice of whole grain bread?,NUTRITION_LOOKUP
What's the iron content of spinach?,NUTRITION_LOOKUP
How many grams of sodium are in a bag of chips?,NUTRITION_LOOKUP
How many calories are in a medium-sized apple?,NUTRITION_LOOKUP
How many calories are in a bag of popcorn?,NUTRITION_LOOKUP
What are the nutritional values for a serving of scrambled eggs?,NUTRITION_LOOKUP
How many calories are in a large pepperoni pizza?,NUTRITION_LOOKUP
How many grams of protein are in a serving of Greek yogurt?,NUTRITION_LOOKUP
Here are 50 diverse questions asking for nutritional content:,NUTRITION_LOOKUP
How many grams of sugar are in apple juice?,NUTRITION_LOOKUP
How much iron is in a serving of spinach?,NUTRITION_LOOKUP
How many grams of fat are in a tablespoon of olive oil?,NUTRITION_LOOKUP
Is there sodium in soy sauce?,NUTRITION_LOOKUP
What's the serving size of quinoa?,NUTRITION_LOOKUP
Can I get the sugar amount in a can of soda?,NUTRITION_LOOKUP
Tell me about the fiber content of whole wheat bread,NUTRITION_LOOKUP
How many calories are in a slice of whole wheat bread?,NUTRITION_LOOKUP
Can you give me the nutrition info for a grilled cheese sandwich?,NUTRITION_LOOKUP
What's the carbohydrate count of a slice of whole wheat bread?,NUTRITION_LOOKUP
Can I get the nutritional values for a serving of Greek yogurt?,NUTRITION_LOOKUP
What's the fat content of grilled chicken breast?,NUTRITION_LOOKUP
What's the potassium content of bananas?,NUTRITION_LOOKUP
How much sodium is in a bowl of ramen noodles?,NUTRITION_LOOKUP
What are the nutritional facts for a large bag of popcorn?,NUTRITION_LOOKUP
What is the sugar content of orange juice?,NUTRITION_LOOKUP
Can you tell me the nutrition facts for a large chicken breast?,NUTRITION_LOOKUP
What's the fat content of a pork chop?,NUTRITION_LOOKUP
How many calories are in a bagel with cream cheese?,NUTRITION_LOOKUP
What's the protein content of turkey breast?,NUTRITION_LOOKUP
Can you tell me the nutritional facts for a large bucket of fried chicken?,NUTRITION_LOOKUP
How many calories are in a cup of Greek yogurt?,NUTRITION_LOOKUP
How many calories are in 1 cup of steamed asparagus?,NUTRITION_LOOKUP
How many calories are in 1 cup of cooked rice?,NUTRITION_LOOKUP
How many grams of protein in chicken thighs?,NUTRITION_LOOKUP
How many carbs in a large banana?,NUTRITION_LOOKUP
How much fat is in a tablespoon of coconut oil?,NUTRITION_LOOKUP
What's the protein content of eggs?,NUTRITION_LOOKUP
How many calories are in an average slice of pizza?,NUTRITION_LOOKUP
How many calories are in a chicken sandwich at McDonald's?,NUTRITION_LOOKUP
Can I know the fat content of a chicken wing?,NUTRITION_LOOKUP
How much potassium is in a medium avocado?,NUTRITION_LOOKUP
How many carbs are in a banana?,NUTRITION_LOOKUP
How many calories are in a glass of orange juice?,NUTRITION_LOOKUP
What's the fat content of a medium avocado?,NUTRITION_LOOKUP
What is the protein content of egg whites?,NUTRITION_LOOKUP
What is the sugar content of a can of energy drink?,NUTRITION_LOOKUP
Can you give me the nutrition info for a large plate of nachos?,NUTRITION_LOOKUP
What are the carbohydrates in a serving of mashed potatoes?,NUTRITION_LOOKUP
What's the caloric value of a serving of chicken wings?,NUTRITION_LOOKUP
Can you tell me the sodium level in a serving of almonds?,NUTRITION_LOOKUP
How many calories does a large coffee contain?,NUTRITION_LOOKUP
How much fiber is in a cup of cooked oatmeal?,NUTRITION_LOOKUP
How many carbs are in a cup of cooked pasta?,NUTRITION_LOOKUP
Can you give me the nutrition facts for chicken soup?,NUTRITION_LOOKUP
How many calories in a serving of mac and cheese?,NUTRITION_LOOKUP
What's the sodium level of a large box of crackers?,NUTRITION_LOOKUP
How much fiber is in broccoli florets?,NUTRITION_LOOKUP
How much sodium is in a bag of pretzels?,NUTRITION_LOOKUP
What's the cholesterol level in shrimp?,NUTRITION_LOOKUP
How many calories does a cup of hot chocolate contain?,NUTRITION_LOOKUP
Is beef tenderloin low in fat?,NUTRITION_LOOKUP
What's the fat content of a medium-sized eggplant?,NUTRITION_LOOKUP
What's the fat content in coconut milk?,NUTRITION_LOOKUP
What's the fiber content of cooked brown rice?,NUTRITION_LOOKUP
What's the iron content in spinach leaves?,NUTRITION_LOOKUP
Can I get the nutrition information for a slice of pineapple pizza?,NUTRITION_LOOKUP
Can you give me the nutrition info for a chicken Caesar salad?,NUTRITION_LOOKUP
Can you give me the nutritional info for a bowl of oatmeal with fruit?,NUTRITION_LOOKUP
What's the protein content of tuna?,NUTRITION_LOOKUP
Can you give me the vitamin C content of orange juice?,NUTRITION_LOOKUP
How many carbs are in a large banana split?,NUTRITION_LOOKUP
How much iron is in a cup of cooked spinach?,NUTRITION_LOOKUP
How many carbs are in a slice of whole grain pizza crust?,NUTRITION_LOOKUP
What is the fat content of a large order of fries?,NUTRITION_LOOKUP
Can you tell me the nutritional information for a serving of cooked spaghetti?,NUTRITION_LOOKUP
How many grams of fiber in cooked brown rice?,NUTRITION_LOOKUP
How much protein is in a cup of cottage cheese?,NUTRITION_LOOKUP
Is there any high-fructose corn syrup in ketchup?,NUTRITION_LOOKUP
How much cholesterol is in a serving of lobster?,NUTRITION_LOOKUP
How many calories in a medium-sized potato?,NUTRITION_LOOKUP
What is the calorie count in a bowl of ramen noodles?,NUTRITION_LOOKUP
How many calories are in a cup of cooked brown rice?,NUTRITION_LOOKUP
Are pistachios high in fat?,NUTRITION_LOOKUP
Can I have the nutritional facts for chicken noodle soup?,NUTRITION_LOOKUP
Can you tell me the calorie count of a large pizza?,NUTRITION_LOOKUP
What's the protein content of a chicken drumstick?,NUTRITION_LOOKUP
Can I get the nutritional info for a slice of whole wheat bread?,NUTRITION_LOOKUP
Is there any gluten in a bottle of ketchup?,NUTRITION_LOOKUP
How many calories are in 1 cup of cooked mac and cheese?,NUTRITION_LOOKUP
How many grams of fat in an avocado?,NUTRITION_LOOKUP
What's the calorie count in a medium-sized sweet potato?,NUTRITION_LOOKUP
What is the cholesterol count in a pork chop?,NUTRITION_LOOKUP
Tell me about the iron content of beef liver,NUTRITION_LOOKUP
What is the fat content of an avocado?,NUTRITION_LOOKUP
What's the sodium level in a serving of soup?,NUTRITION_LOOKUP
How many calories are in a McDonald's Big Mac?,NUTRITION_LOOKUP
How many calories are in a serving of granola?,NUTRITION_LOOKUP
What's the fat content of a medium bagel with cream cheese?,NUTRITION_LOOKUP
How much potassium is in a banana split?,NUTRITION_LOOKUP
How much protein is in a cup of oats?,NUTRITION_LOOKUP
What's the potassium content of avocados?,NUTRITION_LOOKUP
Can you give me the nutritional info for a slice of cheddar cheese?,NUTRITION_LOOKUP
What's the carb count for 1 cup of cooked quinoa?,NUTRITION_LOOKUP
How many grams of protein are in a cup of milk?,NUTRITION_LOOKUP
Is there gluten in soy sauce?,NUTRITION_LOOKUP
Are almonds low in carbs?,NUTRITION_LOOKUP
How much fat is in coconut oil?,NUTRITION_LOOKUP
Can you tell me the sugar content of a serving of yogurt?,NUTRITION_LOOKUP
What's the fat content of a serving of almonds?,NUTRITION_LOOKUP
What's the iron content of a serving of cooked turkey breast?,NUTRITION_LOOKUP
How much sugar is in a 12 oz soda?,NUTRITION_LOOKUP
What's the calorie count for a small salad with grilled chicken and vinaigrette?,NUTRITION_LOOKUP
How much fiber is in a serving of broccoli?,NUTRITION_LOOKUP
How many calories are in a large serving of mashed potatoes?,NUTRITION_LOOKUP
What is the nutritional information for a cup of Greek yogurt?,NUTRITION_LOOKUP
What's the sodium level of a packet of instant ramen noodles?,NUTRITION_LOOKUP
How many calories are in a large serving of brown rice?,NUTRITION_LOOKUP
What are the calories in 100g of quinoa?,NUTRITION_LOOKUP
What's the protein content of a beef patty?,NUTRITION_LOOKUP
What's the fat content of salmon fillet?,NUTRITION_LOOKUP
Is there added sugar in ketchup?,NUTRITION_LOOKUP
What's the protein content of tilapia fish?,NUTRITION_LOOKUP
How many calories are in a large pizza?,NUTRITION_LOOKUP
How much vitamin C is in an orange slice?,NUTRITION_LOOKUP
How many calories are in a slice of pepperoni pizza?,NUTRITION_LOOKUP
Can you give me the calorie count for a large bag of popcorn?,NUTRITION_LOOKUP
How many grams of carbs are in a serving of whole wheat bread?,NUTRITION_LOOKUP
Is there any fat in cauliflower?,NUTRITION_LOOKUP
How many grams of protein are in Greek yogurt?,NUTRITION_LOOKUP
Is almond milk high in sugar?,NUTRITION_LOOKUP
What is the calorie count for a large bagel?,NUTRITION_LOOKUP
Are there any preservatives in mayonnaise?,NUTRITION_LOOKUP
How many grams of carbs are in a serving of white rice?,NUTRITION_LOOKUP
What's the sugar content of a medium-sized orange juice?,NUTRITION_LOOKUP
How much fiber is in a cup of cooked quinoa?,NUTRITION_LOOKUP
Is chicken breast low in carbs?,NUTRITION_LOOKUP
How much sodium is in a bag of potato chips?,NUTRITION_LOOKUP
Can you give me the vitamin E content of sunflower seeds?,NUTRITION_LOOKUP
What's the fiber content of quinoa?,NUTRITION_LOOKUP
How much sodium is in a can of tuna fish?,NUTRITION_LOOKUP
What is the protein content of a cup of cooked quinoa?,NUTRITION_LOOKUP
What's the sugar content in honey?,NUTRITION_LOOKUP
What's the caloric value of a large latte?,NUTRITION_LOOKUP
Can you tell me the nutritional info for a 100g serving of salmon?,NUTRITION_LOOKUP
What are the vitamins and minerals in an egg yolk?,NUTRITION_LOOKUP
What's the calorie count of a glass of red wine?,NUTRITION_LOOKUP
Is there high fructose corn syrup in energy drinks?,NUTRITION_LOOKUP
Can I know the sodium level of soy sauce?,NUTRITION_LOOKUP
What is the fiber content of a large banana?,NUTRITION_LOOKUP
How much protein is in an egg white omelette?,NUTRITION_LOOKUP
How much sodium is in a banana?,NUTRITION_LOOKUP
How many grams of fat are in a slice of pizza?,NUTRITION_LOOKUP
Is there any gluten in whole wheat pasta?,NUTRITION_LOOKUP
What's the sugar level in a can of soda?,NUTRITION_LOOKUP
